ride_id,started_at,ended_at,start_station_name,end_station_name,ride_length,day_of_week,bike_type,costumer_type
63849F11BEE3EDD0,1/1/2021 7:24:00,1/1/2021 7:36:00,Indiana Ave & Roosevelt Rd,McClurg Ct & Erie St,0:11:26,6,classic_bike,member
2664255BBC4C84CA,1/1/2021 7:25:00,1/1/2021 7:38:00,Shore Dr & 55th St,Ellis Ave & 60th St,0:12:56,6,classic_bike,member
C5919E81F2DF683C,1/1/2021 7:25:00,1/1/2021 7:33:00,Lake Shore Dr & Wellington Ave,Clark St & Newport St,0:08:16,6,classic_bike,member
F31944EF2E3FFACA,1/1/2021 7:26:00,1/1/2021 7:50:00,Clarendon Ave & Junior Ter,Wells St & Concord Ln,0:24:16,6,classic_bike,member
BBEC02A97086453F,1/1/2021 7:27:00,1/1/2021 7:30:00,Desplaines St & Kinzie St,Orleans St & Hubbard St,0:02:47,6,classic_bike,member
7C5B8117FAF142CF,1/1/2021 7:30:00,1/1/2021 7:46:00,,Sangamon St & Washington Blvd,0:16:14,6,electric_bike,member
E488B3CFF0CFA808,1/1/2021 7:31:00,1/1/2021 7:51:00,Wolcott Ave & Polk St,Federal St & Polk St,0:19:45,6,classic_bike,member
B432F140B7BC5672,1/1/2021 7:31:00,1/1/2021 7:35:00,Kingsbury St & Kinzie St,Clinton St & Madison St,0:03:55,6,classic_bike,member
71D7C477381BE47B,1/1/2021 7:32:00,1/1/2021 7:59:00,Racine Ave & Belmont Ave,Clinton St & Jackson Blvd,0:27:06,6,classic_bike,casual
CFF631D913D79BDF,1/1/2021 7:33:00,1/1/2021 7:41:00,Mies van der Rohe Way & Chicago Ave,Clinton St & Lake St,0:08:36,6,classic_bike,member
212116C51EC74E6B,1/1/2021 7:34:00,1/1/2021 8:07:00,Shedd Aquarium,Shedd Aquarium,0:32:59,6,classic_bike,member
97A678A7B832FF3C,1/1/2021 7:34:00,1/1/2021 7:45:00,,,0:10:31,6,electric_bike,member
2AE7AD0E6FE992F9,1/1/2021 7:35:00,1/1/2021 7:44:00,Greenview Ave & Fullerton Ave,Wilton Ave & Diversey Pkwy,0:08:13,6,classic_bike,member
3796A7840B4789A5,1/1/2021 7:38:00,1/1/2021 7:43:00,Broadway & Belmont Ave,Wilton Ave & Belmont Ave,0:04:53,6,electric_bike,member
A6BE2C56B302FDB3,1/1/2021 7:39:00,1/1/2021 8:18:00,Burling St & Diversey Pkwy,Wells St & Polk St,0:39:34,6,classic_bike,member
8152DBFB2B70FC9B,1/1/2021 7:39:00,1/1/2021 7:43:00,Mies van der Rohe Way & Chicago Ave,Clark St & Chicago Ave,0:03:26,6,classic_bike,member
C08F083406D6B974,1/1/2021 7:40:00,1/1/2021 7:44:00,Mies van der Rohe Way & Chicago Ave,,0:04:11,6,electric_bike,member
0F42BCD9E5D8647D,1/1/2021 7:41:00,1/1/2021 7:48:00,Sedgwick St & Huron St,St. Clair St & Erie St,0:06:31,6,classic_bike,member
451A0CC1DA2D1337,1/1/2021 7:42:00,1/1/2021 8:03:00,Clark St & Columbia Ave,Sheffield Ave & Waveland Ave,0:20:51,6,classic_bike,member
D880056117D5CC38,1/1/2021 7:43:00,1/1/2021 7:51:00,Clark St & Schiller St,Larrabee St & Oak St,0:08:40,6,classic_bike,member
3A58E2A891B61A39,1/1/2021 7:43:00,1/1/2021 7:59:00,,Kimball Ave & Belmont Ave,0:16:27,6,electric_bike,member
8B1428383497D419,1/1/2021 7:43:00,1/1/2021 7:52:00,,Damen Ave & Pierce Ave,0:09:35,6,electric_bike,casual
1713B495AF7570E6,1/1/2021 7:45:00,1/1/2021 7:53:00,Shore Dr & 55th St,Blackstone Ave & Hyde Park Blvd,0:08:33,6,classic_bike,member
757D9C6ED5A46EF1,1/1/2021 7:46:00,1/1/2021 7:55:00,Broadway & Belmont Ave,Broadway & Barry Ave,0:08:17,6,classic_bike,member
2C7784EA5DEDB01C,1/1/2021 7:47:00,1/1/2021 7:51:00,Leavitt St & Division St,Honore St & Division St,0:03:39,6,classic_bike,member
BFECBD8BFC47E882,1/1/2021 7:47:00,1/1/2021 7:49:00,Clark St & 9th St (AMLI),Federal St & Polk St,0:02:08,6,classic_bike,member
BFB1989FD8A8B010,1/1/2021 7:47:00,1/1/2021 7:54:00,Desplaines St & Kinzie St,Clinton St & Madison St,0:06:52,6,classic_bike,member
163856B189B0A014,1/1/2021 7:47:00,1/1/2021 7:54:00,Clark St & 9th St (AMLI),Michigan Ave & 14th St,0:07:20,6,electric_bike,member
C121E3CEF893ABE4,1/1/2021 7:48:00,1/1/2021 8:02:00,California Ave & Altgeld St,,0:14:32,6,electric_bike,member
31596E5386752918,1/1/2021 7:48:00,1/1/2021 8:05:00,Adler Planetarium,Daley Center Plaza,0:17:16,6,electric_bike,casual
D0D6C91BC67C6B72,1/1/2021 7:49:00,1/1/2021 7:51:00,Sheridan Rd & Buena Ave,Sheridan Rd & Irving Park Rd,0:01:31,6,electric_bike,member
5A5BE82E54411D8F,1/1/2021 7:50:00,1/1/2021 8:07:00,,Sheridan Rd & Loyola Ave,0:16:40,6,electric_bike,casual
8E6B8FCEE4A492C2,1/1/2021 7:50:00,1/1/2021 7:54:00,Federal St & Polk St,Michigan Ave & 14th St,0:04:24,6,electric_bike,member
BF6B5B9F5C255CB6,1/1/2021 7:52:00,1/1/2021 7:59:00,Field Blvd & South Water St,Fairbanks St & Superior St,0:07:58,6,electric_bike,member
C0C38B7E099A395A,1/1/2021 7:52:00,1/1/2021 7:55:00,Sheridan Rd & Irving Park Rd,Sheridan Rd & Montrose Ave,0:03:28,6,classic_bike,member
3A53F28124163AC0,1/1/2021 7:53:00,1/1/2021 7:56:00,Lincoln Ave & Fullerton Ave,Racine Ave & Fullerton Ave,0:02:58,6,classic_bike,member
53C1E5F926F6A1A1,1/1/2021 7:53:00,1/1/2021 7:57:00,Clark St & Randolph St,Columbus Dr & Randolph St,0:04:26,6,electric_bike,member
A05459B733C5F6B3,1/1/2021 7:54:00,1/1/2021 7:59:00,MLK Jr Dr & 29th St,State St & 33rd St,0:05:18,6,electric_bike,member
0B5D7E970FD6AB4E,1/1/2021 7:54:00,1/1/2021 8:10:00,Ritchie Ct & Banks St,Desplaines St & Jackson Blvd,0:16:15,6,classic_bike,member
D4D112AE9D533FA5,1/1/2021 7:56:00,1/1/2021 7:59:00,,,0:02:21,6,electric_bike,member
72CD3705069E8028,1/1/2021 7:57:00,1/1/2021 8:08:00,,,0:11:15,6,electric_bike,member
20533FCD7BFA0658,1/1/2021 7:57:00,1/1/2021 8:26:00,,Stony Island Ave & 75th St,0:28:50,6,electric_bike,member
8060F2D08C397EBA,1/1/2021 7:59:00,1/1/2021 8:12:00,Paulina St & Flournoy St,Ashland Ave & Chicago Ave,0:12:52,6,classic_bike,member
AE048305BE33DE45,1/1/2021 8:02:00,1/1/2021 8:06:00,Clinton St & Jackson Blvd,Clinton St & Lake St,0:04:19,6,electric_bike,member
DC21AE7BA30197D0,1/1/2021 8:03:00,1/1/2021 8:08:00,Broadway & Waveland Ave,Sheridan Rd & Irving Park Rd,0:05:10,6,classic_bike,member
9B8817347FA5C4C3,1/1/2021 8:07:00,1/1/2021 8:12:00,Paulina St & 18th St,Racine Ave & 18th St,0:04:50,6,classic_bike,member
F3EC63AAA4A2C446,1/1/2021 8:07:00,1/1/2021 8:36:00,South Shore Dr & 67th St,Shore Dr & 55th St,0:28:39,6,classic_bike,member
ED1CDF1738F2AC25,1/1/2021 8:08:00,1/1/2021 8:16:00,Orleans St & Hubbard St,Aberdeen St & Randolph St,0:08:11,6,classic_bike,member
DC4C44FAF9FD3633,1/1/2021 8:09:00,1/1/2021 8:18:00,Montrose Harbor,Clarendon Ave & Gordon Ter,0:08:26,6,classic_bike,member
D19387CC4A9A2334,1/1/2021 8:09:00,1/1/2021 8:22:00,Emerald Ave & 31st St,State St & 35th St,0:12:22,6,classic_bike,member
60B3C616B1BFE21B,1/1/2021 8:11:00,1/1/2021 8:35:00,Mies van der Rohe Way & Chicago Ave,Stave St & Armitage Ave,0:23:55,6,classic_bike,member
84B9F4C2CF0908E2,1/1/2021 8:11:00,1/1/2021 8:18:00,Morgan Ave & 14th Pl,Morgan Ave & 14th Pl,0:07:31,6,classic_bike,member
5DFE7FBBAAAACA96,1/1/2021 8:11:00,1/1/2021 8:21:00,Paulina St & Flournoy St,Peoria St & Jackson Blvd,0:09:35,6,classic_bike,member
0E854CF9500970F6,1/1/2021 8:12:00,1/1/2021 8:27:00,Clinton St & Lake St,Green St & Randolph St,0:15:47,6,electric_bike,member
3C3AB0BCC91467AE,1/1/2021 8:13:00,1/1/2021 8:17:00,Western Ave & Walton St,Smith Park,0:03:59,6,classic_bike,member
4AC33D00ADCDEF85,1/1/2021 8:13:00,1/1/2021 8:24:00,Sangamon St & Washington Blvd,Sangamon St & Washington Blvd,0:10:45,6,electric_bike,member
B28B20FA1DBAF20B,1/1/2021 8:13:00,1/1/2021 8:25:00,Western Ave & Winnebago Ave,Ogden Ave & Chicago Ave,0:12:41,6,electric_bike,member
C7CE51013245D3FD,1/1/2021 8:13:00,1/1/2021 8:26:00,Lake Shore Dr & Ohio St,Michigan Ave & Ida B Wells Dr,0:13:23,6,classic_bike,member
C503859F366048EA,1/1/2021 8:14:00,1/1/2021 8:24:00,Desplaines St & Jackson Blvd,Michigan Ave & Jackson Blvd,0:10:09,6,classic_bike,member
507486EFDF12951D,1/1/2021 8:15:00,1/1/2021 8:52:00,Noble St & Milwaukee Ave,Dearborn St & Erie St,0:36:58,6,electric_bike,member
505B4F810582AF96,1/1/2021 8:15:00,1/1/2021 8:21:00,Sheridan Rd & Montrose Ave,Pine Grove Ave & Waveland Ave,0:06:11,6,classic_bike,member
44D62D8CB8940BA9,1/1/2021 8:16:00,1/1/2021 8:25:00,Mies van der Rohe Way & Chicago Ave,Clark St & Schiller St,0:08:45,6,classic_bike,member
F71C326FAA89A19B,1/1/2021 8:16:00,1/1/2021 8:25:00,Lake Park Ave & 53rd St,Woodlawn Ave & 55th St,0:08:41,6,electric_bike,member
30A6C1862411BD41,1/1/2021 8:16:00,1/1/2021 8:28:00,Malcolm X College,Franklin St & Jackson Blvd,0:11:40,6,electric_bike,casual
012E1F52EA2FB7C2,1/1/2021 8:17:00,1/1/2021 8:34:00,Pine Grove Ave & Waveland Ave,Halsted St & Clybourn Ave,0:16:48,6,electric_bike,member
29EBDA510070D3E2,1/1/2021 8:18:00,1/1/2021 8:26:00,Damen Ave & Thomas St (Augusta Blvd),Western Ave & Walton St,0:07:51,6,classic_bike,casual
6CD66AEBECF48726,1/1/2021 8:20:00,1/1/2021 8:28:00,Clark St & Elm St,LaSalle St & Washington St,0:07:27,6,electric_bike,member
E208CBC5223CECF1,1/1/2021 8:21:00,1/1/2021 8:28:00,Dearborn St & Adams St,,0:06:30,6,electric_bike,member
1657B07BF3FDC013,1/1/2021 8:21:00,1/1/2021 8:29:00,Bernard St & Elston Ave,Bernard St & Elston Ave,0:07:58,6,classic_bike,member
D572B58B720E4B21,1/1/2021 8:22:00,1/1/2021 8:28:00,Michigan Ave & Washington St,Dearborn St & Monroe St,0:05:23,6,classic_bike,member
E799F29E4775954D,1/1/2021 8:25:00,1/1/2021 8:28:00,Ellis Ave & 53rd St,Ellis Ave & 55th St,0:02:30,6,classic_bike,member
A72C0129177DDEC2,1/1/2021 8:28:00,1/1/2021 8:35:00,May St & Taylor St,Wood St & Taylor St (Temp),0:07:18,6,classic_bike,member
94E2046B2055E078,1/1/2021 8:29:00,1/1/2021 8:39:00,Sedgwick St & North Ave,Mies van der Rohe Way & Chicago Ave,0:10:03,6,electric_bike,member
C07FC1C4A10B18B2,1/1/2021 8:29:00,1/1/2021 8:33:00,Orleans St & Elm St,Franklin St & Chicago Ave,0:04:20,6,classic_bike,member
B8962F19A3A5A6C0,1/1/2021 8:30:00,1/1/2021 8:39:00,Ogden Ave & Chicago Ave,Rush St & Superior St,0:08:34,6,electric_bike,member
5F9E6D740D085AFE,1/1/2021 8:31:00,1/1/2021 8:46:00,Millennium Park,Morgan St & Polk St,0:14:38,6,classic_bike,member
B7DEE34F88BAB361,1/1/2021 8:32:00,1/1/2021 8:43:00,Greenview Ave & Fullerton Ave,Sheffield Ave & Wellington Ave,0:11:26,6,classic_bike,member
3F2B734B627139C9,1/1/2021 8:34:00,1/1/2021 8:45:00,Wabash Ave & Wacker Pl,Wells St & Polk St,0:10:45,6,classic_bike,member
21DCC3F4C35218F2,1/1/2021 8:34:00,1/1/2021 8:43:00,,Western Ave & 21st St,0:09:27,6,electric_bike,member
6AF076EDF5003CB1,1/1/2021 8:35:00,1/1/2021 8:46:00,,,0:10:51,6,electric_bike,casual
8A18C5E1F824CB51,1/1/2021 8:36:00,1/1/2021 8:45:00,Broadway & Argyle St,Clarendon Ave & Gordon Ter,0:09:15,6,classic_bike,member
BA990C8A887DDE4B,1/1/2021 8:37:00,1/1/2021 9:02:00,Shore Dr & 55th St,Fort Dearborn Dr & 31st St,0:24:43,6,classic_bike,member
E7596DE0065D99B7,1/1/2021 8:41:00,1/1/2021 9:08:00,,Damen Ave & Pershing Rd,0:27:09,6,electric_bike,member
0D99DD9159B77721,1/1/2021 8:44:00,1/1/2021 8:50:00,Smith Park,Western Ave & Walton St,0:06:05,6,classic_bike,member
D7562300111976F8,1/1/2021 8:47:00,1/1/2021 8:50:00,MLK Jr Dr & 29th St,Indiana Ave & 31st St,0:03:26,6,classic_bike,member
4164C4FDE094B276,1/1/2021 8:47:00,1/1/2021 8:58:00,Loomis St & Lexington St,Canal St & Taylor St,0:10:49,6,docked_bike,casual
9B699986392148B7,1/1/2021 8:48:00,1/1/2021 8:56:00,Morgan St & Lake St,Halsted St & North Branch St,0:08:06,6,classic_bike,casual
9849A44F8DA331E6,1/1/2021 8:50:00,1/1/2021 8:56:00,,State St & 33rd St,0:06:00,6,electric_bike,member
00BFB9CCCF500801,1/1/2021 8:52:00,1/1/2021 9:24:00,Halsted St & Dickens Ave,Halsted St & Dickens Ave,0:32:15,6,electric_bike,member
E8BEB7021058C184,1/1/2021 8:54:00,1/1/2021 9:13:00,Wabash Ave & Roosevelt Rd,Wood St & Taylor St (Temp),0:19:30,6,classic_bike,member
64B31129E126C131,1/1/2021 8:55:00,1/1/2021 9:00:00,Clark St & Schiller St,Larrabee St & Division St,0:05:16,6,classic_bike,member
A3F919D7733A05D8,1/1/2021 8:57:00,1/1/2021 9:26:00,,,0:28:43,6,electric_bike,member
40DBBBACE7738557,1/1/2021 9:01:00,1/1/2021 9:20:00,Lake Shore Dr & Wellington Ave,St. Clair St & Erie St,0:18:30,6,electric_bike,casual
C720A4A4FBC46DD2,1/1/2021 9:02:00,1/1/2021 9:30:00,Fort Dearborn Dr & 31st St,Burnham Harbor,0:27:35,6,classic_bike,member
0ABC3A1AC3451CC0,1/1/2021 9:03:00,1/1/2021 9:13:00,Cityfront Plaza Dr & Pioneer Ct,Larrabee St & Division St,0:10:16,6,classic_bike,member
D3FDD22224C28D6C,1/1/2021 9:04:00,1/1/2021 9:12:00,Clark St & Lake St,Green St & Madison St,0:07:39,6,classic_bike,member
B701F41AB06D769B,1/1/2021 9:05:00,1/1/2021 9:09:00,California Ave & Division St,California Ave & North Ave,0:04:18,6,classic_bike,member
122B3FE6F1106023,1/1/2021 9:05:00,1/1/2021 9:16:00,State St & Randolph St,Canal St & Taylor St,0:10:54,6,classic_bike,member
5695DFE3223F6218,1/1/2021 9:06:00,1/1/2021 9:10:00,Racine Ave & Belmont Ave,Southport Ave & Wellington Ave,0:04:01,6,classic_bike,casual
D00820D1E7D4AC2D,1/1/2021 9:06:00,1/1/2021 9:27:00,Dearborn St & Erie St,Dearborn St & Erie St,0:20:26,6,electric_bike,member
83F0C71095182CC0,1/1/2021 9:09:00,1/1/2021 9:12:00,Larrabee St & Armitage Ave,Halsted St & Dickens Ave,0:03:02,6,electric_bike,member
8569DB2F7FFBC1C9,1/1/2021 9:10:00,1/1/2021 9:28:00,California Ave & North Ave,Western Ave & Winnebago Ave,0:18:49,6,electric_bike,member
A45DA82F932DFA21,1/1/2021 9:12:00,1/1/2021 9:20:00,Racine Ave & Fullerton Ave,Sheffield Ave & Kingsbury St,0:08:14,6,classic_bike,member
CA0E98810CCAD4FB,1/1/2021 9:15:00,1/1/2021 9:41:00,Morgan St & Lake St,Damen Ave & Division St,0:26:53,6,classic_bike,member
CBBDAA3CAB335E7B,1/1/2021 9:15:00,1/1/2021 9:25:00,Southport Ave & Irving Park Rd,Southport Ave & Wrightwood Ave,0:09:43,6,classic_bike,member
6BEE36B43A8A8734,1/1/2021 9:15:00,1/1/2021 10:10:00,Lake Shore Dr & Monroe St,Damen Ave & Charleston St,0:54:32,6,docked_bike,casual
262FA3C90A7A4E31,1/1/2021 9:16:00,1/1/2021 9:42:00,Larrabee St & Armitage Ave,Larrabee St & Armitage Ave,0:25:18,6,classic_bike,member
9501EBB6BF45711F,1/1/2021 9:17:00,1/1/2021 9:24:00,University Ave & 57th St,Lake Park Ave & 56th St,0:06:56,6,classic_bike,member
54A3156539598896,1/1/2021 9:17:00,1/1/2021 9:23:00,Larrabee St & Division St,Clark St & Schiller St,0:06:13,6,classic_bike,member
F4598A478BEAC41B,1/1/2021 9:18:00,1/1/2021 9:22:00,Orleans St & Merchandise Mart Plaza,Clinton St & Lake St,0:03:31,6,classic_bike,member
25AE96A67707AD16,1/1/2021 9:19:00,1/1/2021 9:47:00,Sheffield Ave & Wrightwood Ave,,0:27:24,6,electric_bike,member
A087592F66310E85,1/1/2021 9:19:00,1/1/2021 9:19:00,Lake Shore Dr & Belmont Ave,Lake Shore Dr & Belmont Ave,0:00:23,6,classic_bike,member
41247844FBB0C92C,1/1/2021 9:20:00,1/1/2021 9:53:00,Lake Shore Dr & Belmont Ave,Broadway & Barry Ave,0:32:59,6,electric_bike,member
0427C910A07DE5E5,1/1/2021 9:20:00,1/1/2021 9:24:00,Loomis St & Lexington St,Wolcott Ave & Polk St,0:04:20,6,electric_bike,member
7DB5CED097694EFA,1/1/2021 9:21:00,1/1/2021 9:27:00,Wells St & Concord Ln,Clark St & Wrightwood Ave,0:06:10,6,electric_bike,casual
9EB831BB2C275060,1/1/2021 9:31:00,1/1/2021 10:04:00,Burnham Harbor,Shore Dr & 55th St,0:33:15,6,classic_bike,member
1BA9A3BC918A9173,1/1/2021 9:32:00,1/1/2021 9:32:00,Racine Ave & Belmont Ave,Racine Ave & Belmont Ave,0:00:04,6,classic_bike,member
A3A1929607D92A4D,1/1/2021 9:32:00,1/1/2021 9:41:00,Wabash Ave & Grand Ave,Wells St & Elm St,0:08:41,6,electric_bike,casual
FC9CEC343A3A056E,1/1/2021 9:35:00,1/1/2021 9:48:00,Racine Ave & Belmont Ave,Clifton Ave & Armitage Ave,0:12:16,6,classic_bike,member
42FC7275F4725911,1/1/2021 9:36:00,1/1/2021 9:39:00,Dearborn St & Erie St,,0:02:52,6,electric_bike,member
1AF705CFB2A3C1C0,1/1/2021 9:36:00,1/1/2021 9:52:00,Southport Ave & Roscoe St,Winthrop Ave & Lawrence Ave,0:16:02,6,classic_bike,member
27EB7472AC0AF4C6,1/1/2021 9:36:00,1/1/2021 9:52:00,Southport Ave & Roscoe St,Winthrop Ave & Lawrence Ave,0:15:37,6,classic_bike,member
3DD2233581E39502,1/1/2021 9:39:00,1/1/2021 9:41:00,California Ave & Francis Pl (Temp),California Ave & Milwaukee Ave,0:01:56,6,classic_bike,member
5D416F716FC6D25C,1/1/2021 9:40:00,1/1/2021 11:32:00,Clark St & Bryn Mawr Ave,Clark St & Bryn Mawr Ave,1:51:42,6,classic_bike,member
71408003D68B720F,1/1/2021 9:40:00,1/1/2021 9:55:00,Stony Island Ave & 75th St,Stony Island Ave & 82nd St,0:14:43,6,electric_bike,member
36EF367F321CC4F5,1/1/2021 9:41:00,1/1/2021 9:46:00,Clark St & Schiller St,Wells St & Concord Ln,0:04:44,6,classic_bike,member
EA22E16E8C0E2410,1/1/2021 9:42:00,1/1/2021 10:14:00,California Ave & Milwaukee Ave,Clarendon Ave & Junior Ter,0:31:56,6,electric_bike,member
1F9ED09BCB14F72B,1/1/2021 9:45:00,1/1/2021 9:49:00,Clark St & Chicago Ave,Mies van der Rohe Way & Chicago Ave,0:04:16,6,classic_bike,casual
3E481E69DC53746B,1/1/2021 9:45:00,1/1/2021 9:46:00,Millennium Park,Millennium Park,0:01:20,6,classic_bike,member
96FD4CAF2D99CBB3,1/1/2021 9:45:00,1/1/2021 9:50:00,Clark St & Elm St,Rush St & Superior St,0:05:02,6,classic_bike,member
B7097D7C2F86A359,1/1/2021 9:46:00,1/1/2021 9:49:00,Clark St & Chicago Ave,Mies van der Rohe Way & Chicago Ave,0:03:40,6,classic_bike,member
7CA5993B21E5682A,1/1/2021 9:48:00,1/1/2021 9:52:00,Blackstone Ave & Hyde Park Blvd,Lake Park Ave & 47th St,0:04:27,6,classic_bike,member
2CD4666056DCA4D0,1/1/2021 9:50:00,1/1/2021 10:06:00,Stockton Dr & Wrightwood Ave,Clark St & Drummond Pl,0:16:10,6,classic_bike,member
A969623098C1E11A,1/1/2021 9:55:00,1/1/2021 10:08:00,Racine Ave & Congress Pkwy,Ogden Ave & Race Ave,0:12:25,6,classic_bike,casual
69E91A69A577AAF3,1/1/2021 9:55:00,1/1/2021 10:01:00,Columbus Dr & Randolph St,St. Clair St & Erie St,0:05:56,6,classic_bike,member
228BF738254490B6,1/1/2021 9:56:00,1/1/2021 9:58:00,,,0:02:08,6,electric_bike,member
F7A57BCF3C1C60DB,1/1/2021 9:58:00,1/1/2021 10:06:00,Southport Ave & Roscoe St,Broadway & Belmont Ave,0:07:34,6,classic_bike,member
026355FDFF8F8786,1/1/2021 9:59:00,1/1/2021 10:06:00,Dearborn St & Erie St,Dearborn St & Erie St,0:07:13,6,electric_bike,member
0978D337AF1F0C8A,1/1/2021 10:00:00,1/1/2021 10:06:00,Wells St & Evergreen Ave,,0:06:15,6,electric_bike,casual
2792F071909543E5,1/1/2021 10:02:00,1/1/2021 10:10:00,Clark St & Armitage Ave,Halsted St & Willow St,0:07:13,6,classic_bike,member
48230B319C108982,1/1/2021 10:04:00,1/1/2021 10:13:00,Lakefront Trail & Wilson Ave,Montrose Harbor,0:09:03,6,classic_bike,casual
3C5F594BFF469218,1/1/2021 10:05:00,1/1/2021 10:22:00,Shore Dr & 55th St,South Shore Dr & 67th St,0:16:34,6,classic_bike,member
D557A3AC9F215655,1/1/2021 10:05:00,1/1/2021 10:18:00,Larrabee St & Division St,Cityfront Plaza Dr & Pioneer Ct,0:12:31,6,electric_bike,member
85BE507CEAFAB2A0,1/1/2021 10:07:00,1/1/2021 10:18:00,Franklin St & Chicago Ave,Noble St & Milwaukee Ave,0:10:35,6,classic_bike,member
6CF7B6633DF360E2,1/1/2021 10:07:00,1/1/2021 10:27:00,,Broadway & Berwyn Ave,0:20:13,6,electric_bike,member
DDBC15D6612DF6D8,1/1/2021 10:09:00,1/1/2021 10:12:00,,,0:02:50,6,electric_bike,member
15503F3294DE06C7,1/1/2021 10:09:00,1/1/2021 10:13:00,,Halsted St & Roscoe St,0:04:23,6,electric_bike,member
43A3F3D197CB6ED3,1/1/2021 10:10:00,1/1/2021 10:13:00,Greenview Ave & Diversey Pkwy,Ashland Ave & Wellington Ave,0:02:45,6,classic_bike,member
74D3E54FCDC3C670,1/1/2021 10:10:00,1/1/2021 10:15:00,Greenview Ave & Fullerton Ave,Racine Ave & Fullerton Ave,0:05:30,6,classic_bike,member
53523751C752F915,1/1/2021 10:12:00,1/1/2021 10:20:00,Pine Grove Ave & Irving Park Rd,Clark St & Wellington Ave,0:08:17,6,classic_bike,member
A49EFD4B113CB7E1,1/1/2021 10:12:00,1/1/2021 10:19:00,Canal St & Adams St,Wabash Ave & Adams St,0:06:56,6,electric_bike,member
B994560A9546B47A,1/1/2021 10:13:00,1/1/2021 10:34:00,Stockton Dr & Wrightwood Ave,Ravenswood Ave & Lawrence Ave,0:20:59,6,electric_bike,member
FFD4AB0EBDF91A27,1/1/2021 10:14:00,1/1/2021 10:24:00,Clinton St & 18th St,Canal St & Jackson Blvd,0:09:43,6,classic_bike,member
5B6EB9D5255875C1,1/1/2021 10:14:00,1/1/2021 10:18:00,Clinton St & Madison St,Kingsbury St & Kinzie St,0:03:53,6,classic_bike,member
31F20278FCD2E1AB,1/1/2021 10:16:00,1/1/2021 10:22:00,Sheridan Rd & Montrose Ave,Broadway & Argyle St,0:05:57,6,electric_bike,casual
472885B55F1733DD,1/1/2021 10:16:00,1/1/2021 10:28:00,Clinton St & 18th St,Wabash Ave & Roosevelt Rd,0:11:32,6,classic_bike,member
5BE7C6A902FCFCAA,1/1/2021 10:16:00,1/1/2021 10:21:00,Pine Grove Ave & Waveland Ave,Sheridan Rd & Irving Park Rd,0:04:38,6,classic_bike,member
4F9728CE866EDD1A,1/1/2021 10:16:00,1/1/2021 10:20:00,Racine Ave & Fullerton Ave,Sheffield Ave & Fullerton Ave,0:04:09,6,classic_bike,member
D28A6EFB7712849A,1/1/2021 10:16:00,1/1/2021 10:31:00,Pine Grove Ave & Waveland Ave,Halsted St & Dickens Ave,0:15:31,6,classic_bike,member
074562143B7F8207,1/1/2021 10:17:00,1/1/2021 10:33:00,Fairbanks Ct & Grand Ave,Wells St & Concord Ln,0:15:18,6,docked_bike,casual
98D05CB1CD648DC5,1/1/2021 10:17:00,1/1/2021 10:18:00,Halsted St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,0:01:29,6,classic_bike,member
22809A855EFC4989,1/1/2021 10:18:00,1/1/2021 10:28:00,Western Ave & Fillmore St,Throop St & Taylor St,0:09:58,6,classic_bike,member
C5ED6F5A3237A13F,1/1/2021 10:19:00,1/1/2021 10:25:00,,,0:05:33,6,electric_bike,casual
2CB570D0829C58FE,1/1/2021 10:20:00,1/1/2021 11:00:00,Wabash Ave & Adams St,Kimbark Ave & 53rd St,0:39:34,6,electric_bike,member
E272BE441B71887E,1/1/2021 10:22:00,1/1/2021 10:34:00,Cornell Ave & Hyde Park Blvd,University Ave & 57th St,0:12:40,6,classic_bike,member
267D72A8AE29B7AD,1/1/2021 10:23:00,1/1/2021 10:35:00,Green St & Madison St,Clark St & Lake St,0:11:30,6,classic_bike,member
AE822DCB19EC5F17,1/1/2021 10:23:00,1/1/2021 10:26:00,Clark St & Armitage Ave,Wells St & Concord Ln,0:03:15,6,classic_bike,member
E74A3A1A17A5FF60,1/1/2021 10:24:00,1/1/2021 10:32:00,Western Ave & 21st St,,0:07:27,6,electric_bike,member
972DE641A97AF722,1/1/2021 10:26:00,1/1/2021 10:34:00,Clark St & Grace St,Halsted St & Roscoe St,0:07:32,6,classic_bike,member
0F65312C6AE10040,1/1/2021 10:27:00,1/1/2021 10:28:00,,,0:00:18,6,electric_bike,casual
EB0A622C397279EE,1/1/2021 10:27:00,1/1/2021 10:32:00,Sheffield Ave & Wrightwood Ave,Clifton Ave & Armitage Ave,0:04:52,6,electric_bike,member
A859758DB2755226,1/1/2021 10:27:00,1/1/2021 10:41:00,Wells St & Concord Ln,Clark St & Armitage Ave,0:13:57,6,electric_bike,member
7D84CC215E285DD3,1/1/2021 10:28:00,1/1/2021 10:28:00,,,0:00:05,6,electric_bike,member
66AD05043B2F8997,1/1/2021 10:28:00,1/1/2021 10:31:00,Clark St & Armitage Ave,Wells St & Concord Ln,0:03:09,6,classic_bike,member
20A40129A02EA776,1/1/2021 10:28:00,1/1/2021 10:33:00,Kingsbury St & Kinzie St,State St & Kinzie St,0:05:04,6,classic_bike,member
14B47230260564D8,1/1/2021 10:29:00,1/1/2021 10:53:00,,,0:24:46,6,electric_bike,member
